cliente,producto,precio,cantidad,pais,metodo_pago,fecha
Ana,Monitor,1306.0,8,Perú,TRANSFERENCIA,2024-05-31 19:00:00
Ana,Mouse,238.0,9,COL,TRANSFERENCIA,2024-05-31 20:00:00
Pedro,Mouse,1053.0,1,Colombia,transferencia,2024-05-31 21:00:00
Luisa,Monitor,12.0,8,col,Tarjeta,2024-05-31 22:00:00
Juan,Laptop,1454.0,2,COL,transferencia,2024-05-31 23:00:00
Maria,Monitor,1763.0,4,Chile,Efectivo,2024-06-01 00:00:00
Maria,Celular,920.0,2,chile,TRANSFERENCIA,2024-06-01 01:00:00
Pedro,Teclado,316.0,2,col,TRANSFERENCIA,2024-06-01 02:00:00
Ana,Monitor,441.0,3,chile,Efectivo,2024-06-01 03:00:00
Maria,Mouse,145.0,8,Chile,Efectivo,2024-06-01 04:00:00
Ana,Mouse,1942.0,,peru,Efectivo,2024-06-01 05:00:00
Luisa,Monitor,1977.0,7,Chile,transferencia,2024-06-01 06:00:00
Juan,Teclado,524.0,3,Colombia,Tarjeta,2024-06-01 07:00:00
Luisa,Monitor,202.0,3,peru,transferencia,2024-06-01 08:00:00
Pedro,Teclado,1618.0,2,peru,Efectivo,2024-06-01 09:00:00
Carlos,Teclado,1448.0,6,Perú,transferencia,2024-06-01 10:00:00
Carlos,Celular,882.0,6,Chile,TRANSFERENCIA,2024-06-01 11:00:00
Carlos,Mouse,1151.0,1,Perú,transferencia,2024-06-01 12:00:00
Luisa,Mouse,675.0,7,Chile,Efectivo,2024-06-01 13:00:00
Maria,Teclado,218.0,4,peru,TRANSFERENCIA,2024-06-01 14:00:00
Juan,Mouse,961.0,3,Perú,Tarjeta,2024-06-01 15:00:00
Carlos,Laptop,1067.0,8,chile,transferencia,2024-06-01 16:00:00
Pedro,Teclado,658.0,2,col,transferencia,2024-06-01 17:00:00
Pedro,Mouse,1351.0,9,Chile,Efectivo,2024-06-01 18:00:00
Carlos,Laptop,129.0,8,Chile,Tarjeta,2024-06-01 19:00:00
Carlos,Celular,636.0,8,Perú,TRANSFERENCIA,2024-06-01 20:00:00
Juan,Mouse,534.0,3,Chile,Efectivo,2024-06-01 21:00:00
Carlos,Laptop,1614.0,4,peru,Efectivo,2024-06-01 22:00:00
Juan,Monitor,1970.0,2,Perú,transferencia,2024-06-01 23:00:00
Pedro,Monitor,1878.0,2,Perú,Tarjeta,2024-06-02 00:00:00
Carlos,Laptop,778.0,4,COL,Efectivo,2024-06-02 01:00:00
Luisa,Teclado,1122.0,6,chile,transferencia,2024-06-02 02:00:00
Luisa,Teclado,521.0,5,chile,TRANSFERENCIA,2024-06-02 03:00:00
Pedro,Mouse,56.0,1,COL,Efectivo,2024-06-02 04:00:00
Juan,Monitor,781.0,1,peru,TRANSFERENCIA,2024-06-02 05:00:00
Luisa,Teclado,749.0,6,col,TRANSFERENCIA,2024-06-02 06:00:00
Juan,Teclado,1992.0,3,Chile,transferencia,2024-06-02 07:00:00
Luisa,Monitor,1725.0,3,Colombia,Tarjeta,2024-06-02 08:00:00
Luisa,Celular,531.0,7,Chile,TRANSFERENCIA,2024-06-02 09:00:00
Juan,Teclado,1317.0,1,Colombia,Efectivo,2024-06-02 10:00:00
Maria,Laptop,1410.0,1,chile,Tarjeta,2024-06-02 11:00:00
Luisa,Mouse,1671.0,3,peru,Tarjeta,2024-06-02 12:00:00
Carlos,Teclado,143.0,8,col,transferencia,2024-06-02 13:00:00
Pedro,Teclado,1700.0,1,col,Efectivo,2024-06-02 14:00:00
Maria,Celular,257.0,4,col,Efectivo,2024-06-02 15:00:00
Juan,Laptop,1685.0,9,COL,transferencia,2024-06-02 16:00:00
Maria,Mouse,1351.0,4,peru,transferencia,2024-06-02 17:00:00
Ana,Teclado,445.0,8,Colombia,Tarjeta,2024-06-02 18:00:00
Ana,Mouse,1209.0,7,col,TRANSFERENCIA,2024-06-02 19:00:00
Luisa,Monitor,1868.0,3,peru,TRANSFERENCIA,2024-06-02 20:00:00
Luisa,Teclado,695.0,7,Chile,TRANSFERENCIA,2024-06-02 21:00:00
Carlos,Teclado,595.0,7,Colombia,TRANSFERENCIA,2024-06-02 22:00:00
Pedro,Monitor,360.0,3,chile,Efectivo,2024-06-02 23:00:00
Maria,Celular,152.0,2,COL,Efectivo,2024-06-03 00:00:00
Ana,Teclado,976.0,9,Perú,transferencia,2024-06-03 01:00:00
Luisa,Mouse,813.0,1,Colombia,transferencia,2024-06-03 02:00:00
Pedro,Laptop,1431.0,7,chile,TRANSFERENCIA,2024-06-03 03:00:00
Maria,Mouse,1657.0,4,chile,transferencia,2024-06-03 04:00:00
Luisa,Celular,727.0,2,chile,Efectivo,2024-06-03 05:00:00
Luisa,Laptop,652.0,2,Chile,TRANSFERENCIA,2024-06-03 06:00:00
Ana,Mouse,1402.0,8,Colombia,TRANSFERENCIA,2024-06-03 07:00:00
Ana,Mouse,510.0,7,Colombia,Efectivo,2024-06-03 08:00:00
Luisa,Monitor,1655.0,7,Perú,Tarjeta,2024-06-03 09:00:00
Juan,Celular,379.0,5,col,TRANSFERENCIA,2024-06-03 10:00:00
Luisa,Monitor,1612.0,8,Chile,transferencia,2024-06-03 11:00:00
Pedro,Laptop,1415.0,2,chile,Tarjeta,2024-06-03 12:00:00
Luisa,Monitor,1119.0,2,Perú,Efectivo,2024-06-03 13:00:00
Carlos,Celular,796.0,5,Colombia,Tarjeta,2024-06-03 14:00:00
Carlos,Teclado,748.0,1,Chile,Tarjeta,2024-06-03 15:00:00
Carlos,Teclado,1493.0,6,COL,TRANSFERENCIA,2024-06-03 16:00:00
Juan,Laptop,959.0,4,Colombia,Tarjeta,2024-06-03 17:00:00
Juan,Teclado,1358.0,6,COL,transferencia,2024-06-03 18:00:00
Luisa,Monitor,531.0,7,peru,TRANSFERENCIA,2024-06-03 19:00:00
Carlos,Laptop,498.0,3,COL,Efectivo,2024-06-03 20:00:00
Juan,Celular,1962.0,,Colombia,transferencia,2024-06-03 21:00:00
Ana,Laptop,406.0,7,Perú,TRANSFERENCIA,2024-06-03 22:00:00
Luisa,Laptop,905.0,1,Colombia,Tarjeta,2024-06-03 23:00:00
Pedro,Mouse,364.0,6,Colombia,transferencia,2024-06-04 00:00:00
Maria,Mouse,956.0,7,peru,TRANSFERENCIA,2024-06-04 01:00:00
Luisa,Laptop,297.0,4,chile,TRANSFERENCIA,2024-06-04 02:00:00
Maria,Teclado,1492.0,2,col,Efectivo,2024-06-04 03:00:00
Carlos,Mouse,1657.0,9,Colombia,TRANSFERENCIA,2024-06-04 04:00:00
Maria,Celular,1007.0,7,peru,Efectivo,2024-06-04 05:00:00
Carlos,Monitor,545.0,1,Perú,Tarjeta,2024-06-04 06:00:00
Ana,Mouse,1324.0,8,peru,TRANSFERENCIA,2024-06-04 07:00:00
Maria,Laptop,860.0,3,peru,TRANSFERENCIA,2024-06-04 08:00:00
Luisa,Teclado,847.0,4,COL,Tarjeta,2024-06-04 09:00:00
Carlos,Monitor,177.0,5,col,TRANSFERENCIA,2024-06-04 10:00:00
Luisa,Mouse,959.0,1,col,TRANSFERENCIA,2024-06-04 11:00:00
Juan,Teclado,630.0,6,Chile,transferencia,2024-06-04 12:00:00
Carlos,Teclado,437.0,6,chile,Efectivo,2024-06-04 13:00:00
Maria,Teclado,1735.0,2,Perú,TRANSFERENCIA,2024-06-04 14:00:00
Carlos,Laptop,499.0,6,Chile,TRANSFERENCIA,2024-06-04 15:00:00
Luisa,Celular,364.0,8,chile,Efectivo,2024-06-04 16:00:00
Ana,Teclado,205.0,6,chile,transferencia,2024-06-04 17:00:00
Carlos,Monitor,554.0,4,peru,Efectivo,2024-06-04 18:00:00
Maria,Mouse,726.0,4,Perú,TRANSFERENCIA,2024-06-04 19:00:00
Juan,Monitor,833.0,9,chile,Tarjeta,2024-06-04 20:00:00
Pedro,Laptop,941.0,6,Perú,Tarjeta,2024-06-04 21:00:00
Ana,Laptop,1727.0,,col,transferencia,2024-06-04 22:00:00
Juan,Monitor,1012.0,8,col,transferencia,2024-06-04 23:00:00
Carlos,Celular,668.0,7,col,TRANSFERENCIA,2024-06-05 00:00:00
Luisa,Laptop,948.0,3,Colombia,transferencia,2024-06-05 01:00:00
Luisa,Laptop,789.0,,peru,TRANSFERENCIA,2024-06-05 02:00:00
Maria,Monitor,20.0,5,Perú,Tarjeta,2024-06-05 03:00:00
Luisa,Laptop,1615.0,2,peru,transferencia,2024-05-06 00:00:00
Ana,Celular,1289.0,2,chile,TRANSFERENCIA,2024-06-05 05:00:00
Luisa,Celular,405.0,7,Perú,Efectivo,2024-06-05 06:00:00
Maria,Celular,740.0,3,Perú,transferencia,2024-06-05 07:00:00
Pedro,Mouse,1842.0,8,Chile,TRANSFERENCIA,2024-06-05 08:00:00
Carlos,Celular,418.0,9,Perú,TRANSFERENCIA,2024-06-05 09:00:00
Carlos,Celular,371.0,8,Perú,Efectivo,2024-06-05 10:00:00
Luisa,Mouse,1292.0,6,COL,Tarjeta,2024-06-05 11:00:00
Juan,Teclado,1036.0,5,COL,Efectivo,2024-06-05 12:00:00
Carlos,Laptop,93.0,3,Chile,TRANSFERENCIA,2024-06-05 13:00:00
Pedro,Celular,165.0,3,Colombia,Efectivo,2024-06-05 14:00:00
Luisa,Laptop,1696.0,7,col,Efectivo,2024-06-05 15:00:00
Maria,Monitor,1209.0,5,chile,TRANSFERENCIA,2024-06-05 16:00:00
Pedro,Laptop,716.0,6,chile,Tarjeta,2024-06-05 17:00:00
Luisa,Mouse,1971.0,6,Perú,Efectivo,2024-06-05 18:00:00
Pedro,Laptop,481.0,9,peru,Efectivo,2024-06-05 19:00:00
Carlos,Laptop,628.0,1,chile,transferencia,2024-06-05 20:00:00
Maria,Laptop,1457.0,8,COL,transferencia,2024-06-05 21:00:00
Luisa,Teclado,143.0,5,col,TRANSFERENCIA,2024-06-05 22:00:00
Ana,Teclado,797.0,6,Colombia,TRANSFERENCIA,2024-06-05 23:00:00
Maria,Monitor,916.0,6,col,TRANSFERENCIA,2024-06-06 00:00:00
Ana,Mouse,873.0,1,Perú,transferencia,2024-06-06 01:00:00
Pedro,Laptop,1413.0,3,col,TRANSFERENCIA,2024-06-06 02:00:00
Juan,Laptop,676.0,6,Perú,Efectivo,2024-06-06 03:00:00
Maria,Laptop,286.0,9,Chile,Efectivo,2024-06-06 04:00:00
Pedro,Laptop,1269.0,6,COL,Tarjeta,2024-06-06 05:00:00
Ana,Teclado,1785.0,6,COL,TRANSFERENCIA,2024-06-06 06:00:00
Carlos,Monitor,891.0,1,Perú,Efectivo,2024-06-06 07:00:00
Carlos,Celular,22.0,9,peru,Efectivo,2024-06-06 08:00:00
Juan,Mouse,351.0,4,COL,Tarjeta,2024-06-06 09:00:00
Maria,Laptop,44.0,2,peru,Efectivo,2024-06-06 00:00:00
Maria,Monitor,568.0,1,Perú,Tarjeta,2024-06-06 11:00:00
Maria,Celular,1247.0,3,Chile,Tarjeta,2024-06-06 12:00:00
Pedro,Monitor,1445.0,3,Perú,transferencia,2024-06-06 13:00:00
Juan,Teclado,414.0,5,Chile,Efectivo,2024-06-06 14:00:00
Maria,Celular,1527.0,1,chile,transferencia,2024-06-06 15:00:00
Pedro,Monitor,667.0,7,COL,Efectivo,2024-06-06 16:00:00
Carlos,Teclado,168.0,1,peru,transferencia,2024-06-06 17:00:00
Ana,Monitor,965.0,4,Perú,Tarjeta,2024-06-06 18:00:00
Pedro,Monitor,1670.0,6,chile,Tarjeta,2024-06-06 19:00:00
Carlos,Celular,1143.0,1,COL,Tarjeta,2024-06-06 20:00:00
Carlos,Teclado,558.0,7,chile,Tarjeta,2024-06-06 21:00:00
Ana,Laptop,1822.0,7,Chile,Efectivo,2024-06-06 22:00:00
Carlos,Mouse,1559.0,3,Perú,TRANSFERENCIA,2024-06-06 23:00:00
Juan,Celular,994.0,4,chile,Efectivo,2024-06-07 00:00:00
Ana,Teclado,1380.0,6,chile,transferencia,2024-06-07 01:00:00
Carlos,Monitor,1777.0,7,Chile,Efectivo,2024-06-07 02:00:00
Luisa,Teclado,1861.0,4,col,Efectivo,2024-06-07 03:00:00
Pedro,Mouse,1669.0,9,Chile,transferencia,2024-06-07 04:00:00
Carlos,Mouse,288.0,three,col,Tarjeta,2024-06-07 05:00:00
Juan,Laptop,488.0,9,COL,transferencia,2024-06-07 06:00:00
Maria,Laptop,120.0,three,Perú,transferencia,2024-06-07 07:00:00
Carlos,Mouse,1669.0,2,chile,TRANSFERENCIA,2024-06-07 08:00:00
Maria,Celular,1958.0,2,COL,TRANSFERENCIA,2024-06-07 09:00:00
Luisa,Celular,440.0,4,Colombia,Tarjeta,2024-06-07 10:00:00
Carlos,Monitor,551.0,9,Chile,transferencia,2024-06-07 11:00:00
Ana,Laptop,1148.0,3,COL,transferencia,2024-06-07 12:00:00
Maria,Monitor,1123.0,6,COL,transferencia,2024-06-07 13:00:00
Luisa,Laptop,1245.0,2,chile,Efectivo,2024-06-07 14:00:00
Ana,Mouse,1583.0,1,col,TRANSFERENCIA,2024-06-07 15:00:00
Ana,Celular,1628.0,5,Chile,TRANSFERENCIA,2024-06-07 16:00:00
Ana,Celular,1572.0,8,col,Tarjeta,2024-06-07 17:00:00
Ana,Mouse,1762.0,2,Perú,TRANSFERENCIA,2024-06-07 18:00:00
Carlos,Monitor,369.0,,COL,TRANSFERENCIA,2024-06-07 19:00:00
Pedro,Monitor,1519.0,8,Chile,Tarjeta,2024-06-07 20:00:00
Carlos,Teclado,381.0,3,COL,transferencia,2024-06-07 21:00:00
Carlos,Laptop,1248.0,1,Perú,Efectivo,2024-06-07 22:00:00
Luisa,Monitor,1766.0,4,peru,Tarjeta,2024-06-07 23:00:00
Luisa,Mouse,1048.0,8,Perú,TRANSFERENCIA,2024-06-08 00:00:00
Pedro,Monitor,964.0,3,col,Tarjeta,2024-06-08 01:00:00
Luisa,Celular,268.0,2,col,TRANSFERENCIA,2024-06-08 02:00:00
Juan,Laptop,787.0,7,COL,transferencia,2024-06-08 03:00:00
Pedro,Teclado,1496.0,4,col,transferencia,2024-06-08 04:00:00
Luisa,Laptop,129.0,6,Chile,transferencia,2024-06-08 05:00:00
Pedro,Celular,985.0,5,Perú,TRANSFERENCIA,2024-06-08 06:00:00
Carlos,Celular,922.0,2,COL,Tarjeta,2024-06-08 07:00:00
Carlos,Celular,1161.0,2,Perú,TRANSFERENCIA,2024-06-08 08:00:00
Pedro,Celular,732.0,9,Perú,transferencia,2024-06-08 09:00:00
Juan,Mouse,532.0,2,COL,transferencia,2024-06-08 10:00:00
Juan,Teclado,1721.0,8,chile,transferencia,2024-06-08 11:00:00
Pedro,Celular,1678.0,8,peru,TRANSFERENCIA,2024-06-08 12:00:00
Luisa,Celular,334.0,1,chile,Efectivo,2024-06-08 13:00:00
Maria,Monitor,1353.0,1,col,transferencia,2024-06-08 14:00:00
Juan,Teclado,1539.0,4,Colombia,Tarjeta,2024-06-08 15:00:00
Ana,Laptop,1559.0,2,chile,transferencia,2024-06-08 16:00:00
Carlos,Teclado,1083.0,1,Colombia,TRANSFERENCIA,2024-06-08 17:00:00
Pedro,Teclado,1955.0,9,Colombia,Tarjeta,2024-06-08 18:00:00
Ana,Teclado,1617.0,3,col,TRANSFERENCIA,2024-06-08 19:00:00
Pedro,Celular,78.0,1,peru,Efectivo,2024-06-08 20:00:00
Carlos,Celular,400.0,2,Perú,Efectivo,2024-06-08 21:00:00
Carlos,Mouse,392.0,8,COL,TRANSFERENCIA,2024-06-08 22:00:00
Juan,Laptop,25.0,5,peru,transferencia,2024-06-08 23:00:00
Juan,Monitor,1472.0,7,Colombia,Tarjeta,2024-06-09 00:00:00
Ana,Teclado,855.0,6,Chile,transferencia,2024-06-09 01:00:00
Pedro,Laptop,878.0,1,col,TRANSFERENCIA,2024-06-09 02:00:00
Carlos,Laptop,577.0,6,chile,TRANSFERENCIA,2024-06-09 03:00:00
Ana,Mouse,1650.0,7,col,transferencia,2024-06-09 04:00:00
Maria,Monitor,141.0,4,chile,Tarjeta,2024-06-09 05:00:00
Ana,Teclado,1593.0,8,COL,Tarjeta,2024-06-09 06:00:00
Luisa,Monitor,1281.0,8,Chile,Tarjeta,2024-06-09 07:00:00
Ana,Mouse,282.0,7,Perú,Tarjeta,2024-06-09 08:00:00
Luisa,Celular,1656.0,2,peru,Tarjeta,2024-06-09 09:00:00
Luisa,Laptop,1965.0,6,Chile,Efectivo,2024-06-09 10:00:00
Luisa,Teclado,1871.0,6,peru,Efectivo,2024-06-09 11:00:00
Maria,Celular,1881.0,7,peru,TRANSFERENCIA,2024-06-09 12:00:00
Ana,Mouse,1382.0,6,Perú,Efectivo,2024-06-09 13:00:00
Ana,Monitor,493.0,three,Perú,Tarjeta,2024-06-09 14:00:00
Maria,Laptop,559.0,8,chile,Tarjeta,2024-06-09 15:00:00
Carlos,Teclado,,4,Perú,Tarjeta,2024-06-09 16:00:00
Juan,Celular,1785.0,9,COL,TRANSFERENCIA,2024-06-09 17:00:00
Ana,Celular,1351.0,8,col,TRANSFERENCIA,2024-06-09 18:00:00
Juan,Laptop,1666.0,3,Colombia,transferencia,2024-06-09 19:00:00
Pedro,Monitor,1081.0,3,Perú,Efectivo,2024-06-09 20:00:00
Pedro,Mouse,1043.0,8,col,Efectivo,2024-06-09 21:00:00
Maria,Monitor,242.0,2,chile,transferencia,2024-06-09 22:00:00
Pedro,Monitor,45.0,9,Perú,transferencia,2024-06-09 23:00:00
Pedro,Monitor,422.0,4,Colombia,Efectivo,2024-06-10 00:00:00
Carlos,Laptop,1495.0,6,Chile,Tarjeta,2024-06-10 01:00:00
Carlos,Laptop,1037.0,3,Perú,Efectivo,2024-06-10 02:00:00
Carlos,Mouse,53.0,3,col,Tarjeta,2024-06-10 03:00:00
Pedro,Monitor,999999.0,3,chile,TRANSFERENCIA,2024-10-06 00:00:00
Maria,Laptop,1587.0,2,chile,Efectivo,2024-06-10 05:00:00
Luisa,Mouse,1288.0,8,COL,Efectivo,2024-06-10 06:00:00
Luisa,Mouse,749.0,9,chile,TRANSFERENCIA,2024-06-10 07:00:00
Juan,Monitor,123.0,8,Chile,TRANSFERENCIA,2024-10-06 00:00:00
Luisa,Teclado,1782.0,3,chile,TRANSFERENCIA,2024-06-10 09:00:00
Luisa,Monitor,,7,chile,TRANSFERENCIA,2024-06-10 10:00:00
Carlos,Teclado,1207.0,2,Chile,TRANSFERENCIA,2024-06-10 11:00:00
Carlos,Mouse,1288.0,4,Chile,transferencia,2024-06-10 12:00:00
Pedro,Laptop,475.0,6,Colombia,transferencia,2024-06-10 13:00:00
Juan,Celular,1962.0,5,col,TRANSFERENCIA,2024-06-10 14:00:00
Ana,Mouse,1310.0,9,peru,TRANSFERENCIA,2024-06-10 15:00:00
Juan,Laptop,1497.0,4,chile,TRANSFERENCIA,2024-06-10 16:00:00
Juan,Mouse,856.0,5,peru,TRANSFERENCIA,2024-06-10 17:00:00
Maria,Monitor,511.0,4,peru,Tarjeta,2024-06-10 18:00:00
Pedro,Teclado,450.0,8,COL,Tarjeta,2024-06-10 19:00:00
Maria,Mouse,78.0,8,Perú,TRANSFERENCIA,2024-06-10 20:00:00
Juan,Laptop,1542.0,3,chile,TRANSFERENCIA,2024-10-06 00:00:00
Juan,Monitor,335.0,1,Perú,Efectivo,2024-06-10 22:00:00
Juan,Celular,1775.0,6,Perú,TRANSFERENCIA,2024-06-10 23:00:00
Luisa,Monitor,76.0,2,COL,TRANSFERENCIA,2024-06-11 00:00:00
Maria,Teclado,313.0,2,peru,transferencia,2024-06-11 01:00:00
Juan,Monitor,981.0,3,Chile,Tarjeta,2024-06-11 02:00:00
Carlos,Celular,493.0,8,Perú,TRANSFERENCIA,2024-06-11 03:00:00
Pedro,Laptop,938.0,3,Chile,Tarjeta,2024-06-11 04:00:00
Pedro,Mouse,1581.0,7,Chile,Tarjeta,2024-06-11 05:00:00
Carlos,Teclado,1450.0,9,COL,Efectivo,2024-06-11 06:00:00
Pedro,Celular,1192.0,8,COL,Tarjeta,2024-06-11 07:00:00
Luisa,Teclado,158.0,1,col,Tarjeta,2024-06-11 08:00:00
Luisa,Monitor,1060.0,7,chile,TRANSFERENCIA,2024-06-11 09:00:00
Ana,Teclado,996.0,7,Perú,transferencia,2024-06-11 10:00:00
Ana,Celular,593.0,8,peru,TRANSFERENCIA,2024-06-11 11:00:00
Ana,Mouse,257.0,5,Colombia,TRANSFERENCIA,2024-06-11 12:00:00
Pedro,Mouse,1134.0,9,COL,transferencia,2024-06-11 13:00:00
Luisa,Teclado,711.0,9,Chile,transferencia,2024-06-11 14:00:00
Luisa,Laptop,105.0,8,col,Efectivo,2024-06-11 15:00:00
Luisa,Teclado,1417.0,6,Colombia,transferencia,2024-06-11 16:00:00
Carlos,Monitor,291.0,6,COL,TRANSFERENCIA,2024-06-11 17:00:00
Luisa,Mouse,331.0,1,col,transferencia,2024-06-11 18:00:00
Carlos,Mouse,1429.0,6,Chile,transferencia,2024-06-11 19:00:00
Ana,Mouse,1311.0,4,Perú,transferencia,2024-06-11 20:00:00
Ana,Laptop,538.0,4,chile,Tarjeta,2024-06-11 21:00:00
Pedro,Laptop,272.0,three,chile,Efectivo,2024-06-11 22:00:00
Ana,Celular,1652.0,4,col,Tarjeta,2024-06-11 23:00:00
Pedro,Teclado,589.0,5,COL,Tarjeta,2024-06-12 00:00:00
Juan,Teclado,1673.0,5,chile,Efectivo,2024-06-12 01:00:00
Juan,Monitor,1326.0,5,chile,Tarjeta,2024-06-12 02:00:00
Maria,Mouse,303.0,4,Perú,transferencia,2024-06-12 03:00:00
Pedro,Laptop,1641.0,1,Chile,Efectivo,2024-06-12 04:00:00
Maria,Monitor,404.0,8,peru,Tarjeta,2024-06-12 05:00:00
Maria,Monitor,522.0,3,chile,TRANSFERENCIA,2024-06-12 06:00:00
Juan,Laptop,930.0,2,col,Tarjeta,2024-06-12 07:00:00
Pedro,Teclado,819.0,9,Colombia,TRANSFERENCIA,2024-06-12 08:00:00
Juan,Mouse,1213.0,7,Chile,transferencia,2024-06-12 09:00:00
Maria,Teclado,929.0,9,Perú,TRANSFERENCIA,2024-06-12 10:00:00
Pedro,Monitor,702.0,2,Chile,Tarjeta,2024-06-12 00:00:00
Maria,Mouse,244.0,9,Perú,Tarjeta,2024-06-12 12:00:00
Luisa,Celular,961.0,9,Chile,Tarjeta,2024-06-12 13:00:00
Pedro,Monitor,1864.0,9,peru,Efectivo,2024-06-12 00:00:00
Pedro,Teclado,1370.0,4,col,Efectivo,2024-06-12 15:00:00
Maria,Teclado,1041.0,3,Colombia,Tarjeta,2024-06-12 16:00:00
Luisa,Teclado,1476.0,6,chile,Tarjeta,2024-06-12 17:00:00
Carlos,Laptop,1974.0,3,peru,transferencia,2024-06-12 18:00:00
Juan,Monitor,548.0,9,col,Efectivo,2024-06-12 19:00:00
Maria,Mouse,829.0,3,Colombia,Efectivo,2024-06-12 20:00:00
Pedro,Teclado,1691.0,2,Chile,Efectivo,2024-06-12 21:00:00
Juan,Teclado,1124.0,8,chile,TRANSFERENCIA,2024-06-12 22:00:00
Juan,Laptop,1887.0,6,Colombia,Tarjeta,2024-06-12 23:00:00
Juan,Mouse,281.0,8,COL,transferencia,2024-06-13 00:00:00
Carlos,Monitor,1867.0,7,Colombia,transferencia,2024-06-13 01:00:00
Ana,Celular,1038.0,3,col,Tarjeta,2024-06-13 02:00:00
Maria,Laptop,1627.0,8,peru,Tarjeta,2024-06-13 03:00:00
Ana,Monitor,1932.0,1,chile,transferencia,2024-06-13 04:00:00
Ana,Celular,1252.0,1,peru,TRANSFERENCIA,2024-06-13 05:00:00
Ana,Teclado,1151.0,8,chile,transferencia,2024-06-13 06:00:00
Juan,Teclado,602.0,9,COL,TRANSFERENCIA,2024-06-13 07:00:00
Luisa,Mouse,985.0,6,col,TRANSFERENCIA,2024-06-13 08:00:00
Juan,Celular,1615.0,5,Colombia,Efectivo,2024-06-13 09:00:00
Juan,Teclado,124.0,2,COL,Tarjeta,2024-06-13 10:00:00
Pedro,Teclado,272.0,9,Chile,Efectivo,2024-06-13 11:00:00
Pedro,Mouse,1339.0,6,Perú,TRANSFERENCIA,2024-06-13 00:00:00
Ana,Monitor,1687.0,8,Chile,transferencia,2024-06-13 13:00:00
Juan,Teclado,1455.0,9,col,Efectivo,2024-06-13 14:00:00
Ana,Laptop,216.0,9,COL,transferencia,2024-06-13 15:00:00
Pedro,Laptop,1656.0,8,peru,TRANSFERENCIA,2024-06-13 16:00:00
Luisa,Monitor,312.0,8,COL,transferencia,2024-06-13 17:00:00
Maria,Celular,121.0,3,Perú,Efectivo,2024-06-13 18:00:00
Ana,Mouse,1450.0,3,col,TRANSFERENCIA,2024-06-13 19:00:00
Luisa,Laptop,1588.0,2,COL,Tarjeta,2024-06-13 20:00:00
Maria,Laptop,1892.0,1,chile,Efectivo,2024-06-13 21:00:00
Carlos,Monitor,1318.0,4,Chile,Efectivo,2024-06-13 22:00:00
Ana,Celular,1673.0,2,Colombia,Tarjeta,2024-06-13 23:00:00
Ana,Celular,194.0,2,Chile,TRANSFERENCIA,2024-06-14 00:00:00
Carlos,Monitor,1774.0,5,col,Tarjeta,2024-06-14 01:00:00
Carlos,Laptop,910.0,4,COL,Efectivo,2024-06-14 02:00:00
Ana,Mouse,230.0,1,Chile,TRANSFERENCIA,2024-06-14 03:00:00
Carlos,Laptop,1897.0,9,COL,transferencia,2024-06-14 04:00:00
Juan,Celular,1477.0,4,Chile,Efectivo,2024-06-14 05:00:00
Maria,Laptop,1150.0,5,col,transferencia,2024-06-14 06:00:00
Maria,Mouse,1103.0,7,peru,Tarjeta,2024-06-14 07:00:00
Maria,Teclado,907.0,2,Chile,TRANSFERENCIA,2024-06-14 08:00:00
Juan,Laptop,1103.0,8,Colombia,Tarjeta,2024-06-14 09:00:00
Carlos,Monitor,631.0,2,Chile,transferencia,2024-06-14 10:00:00
Luisa,Teclado,436.0,5,col,Efectivo,2024-06-14 11:00:00
Carlos,Monitor,653.0,2,Chile,TRANSFERENCIA,2024-06-14 12:00:00
Ana,Monitor,577.0,2,Colombia,Tarjeta,2024-06-14 13:00:00
Pedro,Monitor,452.0,4,chile,transferencia,2024-06-14 14:00:00
Maria,Laptop,610.0,4,Colombia,transferencia,2024-06-14 15:00:00
Carlos,Celular,1170.0,8,col,Efectivo,2024-06-14 16:00:00
Luisa,Teclado,513.0,6,COL,transferencia,2024-06-14 17:00:00
Ana,Mouse,140.0,8,Chile,TRANSFERENCIA,2024-06-14 18:00:00
Juan,Celular,227.0,7,peru,transferencia,2024-06-14 19:00:00
Juan,Laptop,697.0,4,Colombia,Efectivo,2024-06-14 20:00:00
Luisa,Monitor,180.0,2,chile,Tarjeta,2024-06-14 21:00:00
Ana,Mouse,1508.0,9,Colombia,TRANSFERENCIA,2024-06-14 00:00:00
Maria,Teclado,621.0,2,Chile,Tarjeta,2024-06-14 23:00:00
Carlos,Celular,1001.0,1,COL,Tarjeta,2024-06-15 00:00:00
Ana,Celular,1162.0,8,Chile,transferencia,2024-06-15 01:00:00
Juan,Mouse,66.0,9,chile,transferencia,2024-06-15 02:00:00
Luisa,Laptop,1214.0,three,chile,Efectivo,2024-06-15 03:00:00
Luisa,Teclado,255.0,7,col,transferencia,2024-06-15 04:00:00
Carlos,Mouse,153.0,2,peru,transferencia,2024-06-15 05:00:00
Luisa,Monitor,1084.0,6,Chile,Tarjeta,2024-06-15 06:00:00
Luisa,Teclado,377.0,5,Colombia,TRANSFERENCIA,2024-06-15 07:00:00
Ana,Celular,1492.0,1,Colombia,transferencia,2024-06-15 08:00:00
Maria,Mouse,227.0,2,col,TRANSFERENCIA,2024-06-15 09:00:00
Carlos,Celular,625.0,2,COL,transferencia,2024-06-15 00:00:00
